,Id,GeographicAreaName,TotalPopulation,SexRatio(males per 100 females),Population_Under5Years,Population_5to9Years,Population_10to14Years,Population_15to19Years,Population_20to24Years,Population_25to34Years,Population_35to44Years,Population_45to54Years,Population_55to59Years,Population_60to64Years,Population_65to74Years,Population_75to84Years,Population_85YearsAndOver,MedianAgeInYears
5868,8600000US30606,ZCTA5 30606,45457,99.0,2321,2563,2431,2646,6877,7186,5992,4746,2283,2253,3433,1969,757,32.9
5869,8600000US30607,ZCTA5 30607,10474,97.5,757,840,815,756,639,1408,1947,1192,598,342,862,257,61,35.2
5870,8600000US30609,ZCTA5 30609,2308,79.5,0,0,0,2295,13,0,0,0,0,0,0,0,0,18.9
5871,8600000US30619,ZCTA5 30619,1141,96.0,91,63,38,51,41,157,143,122,112,78,111,130,4,44.7
5872,8600000US30620,ZCTA5 30620,14228,91.1,846,880,1263,1044,822,1743,2576,1920,833,678,899,619,105,36.6
5873,8600000US30621,ZCTA5 30621,5300,92.4,306,346,401,368,218,628,774,685,434,315,598,163,64,40.3
5874,8600000US30622,ZCTA5 30622,11846,105.3,610,733,842,691,625,1231,1665,1572,858,832,1121,740,326,42.8
5875,8600000US30623,ZCTA5 30623,67,131.0,0,0,10,0,0,0,9,1,32,4,0,11,0,57.9
5876,8600000US30624,ZCTA5 30624,3273,102.5,289,265,242,183,206,390,316,525,153,112,390,135,67,36.4
5877,8600000US30625,ZCTA5 30625,2327,107.2,74,149,86,73,226,239,189,231,147,180,441,253,39,51.5
5878,8600000US30627,ZCTA5 30627,2418,93.9,139,123,54,186,179,205,331,331,246,191,242,128,63,43.9
5879,8600000US30628,ZCTA5 30628,7391,103.6,413,757,446,405,435,755,1095,1149,523,382,541,377,113,40.1
5880,8600000US30629,ZCTA5 30629,4832,109.3,270,284,365,377,191,440,636,633,517,237,506,238,138,43.1
5881,8600000US30630,ZCTA5 30630,2285,76.9,108,104,149,116,116,361,96,322,187,169,313,149,95,48.2
5882,8600000US30631,ZCTA5 30631,1623,94.8,67,51,93,104,96,229,203,178,92,103,240,106,61,43.9
5883,8600000US30633,ZCTA5 30633,8979,89.8,434,785,516,491,511,1120,1243,1374,539,681,978,213,94,40.1
5884,8600000US30634,ZCTA5 30634,1949,103.7,54,161,207,72,43,117,228,328,134,215,250,130,10,48.1
5885,8600000US30635,ZCTA5 30635,14996,89.9,828,747,957,903,962,1746,1660,1801,1130,1077,1758,1052,375,43.2
5886,8600000US30641,ZCTA5 30641,1882,79.4,44,96,183,112,49,120,231,295,142,173,301,96,40,48.9
5887,8600000US30642,ZCTA5 30642,12392,94.5,673,625,663,479,599,1173,1202,1239,754,1200,2368,1157,260,51.6
5888,8600000US30643,ZCTA5 30643,15166,90.2,553,808,1003,722,821,1924,1717,1879,1047,1228,1888,1136,440,45.3
5889,8600000US30646,ZCTA5 30646,6945,88.2,575,545,470,261,446,961,809,690,523,469,740,405,51,37.2
5890,8600000US30648,ZCTA5 30648,3003,108.0,169,167,217,156,73,404,453,336,203,141,425,206,53,42.6
5891,8600000US30650,ZCTA5 30650,12020,98.6,758,738,923,700,715,1147,1101,1830,739,1053,1325,814,177,44.6
5892,8600000US30655,ZCTA5 30655,26516,92.1,1930,1883,1930,2313,1943,3359,3386,3514,1189,1339,2276,990,464,34.7
5893,8600000US30656,ZCTA5 30656,15284,95.9,929,792,1011,899,759,1859,1617,2384,1342,971,1696,677,348,44.2
5894,8600000US30660,ZCTA5 30660,1270,150.5,123,116,87,96,65,185,45,192,99,66,87,75,34,29.2
5895,8600000US30662,ZCTA5 30662,8941,115.1,637,490,549,721,749,1264,928,1070,497,524,891,417,204,35.9
5896,8600000US30663,ZCTA5 30663,3255,85.7,146,259,126,299,162,248,382,594,355,147,306,179,52,45.1
5897,8600000US30664,ZCTA5 30664,19,280.0,0,0,0,0,0,0,10,0,4,0,5,0,0,42.9
5898,8600000US30665,ZCTA5 30665,77,71.1,18,12,0,0,9,4,3,6,3,14,4,4,0,24.9
5899,8600000US30666,ZCTA5 30666,10876,105.1,565,803,1143,730,681,1550,1544,1507,532,530,929,260,102,34.8
5900,8600000US30667,ZCTA5 30667,855,97.9,52,40,36,99,70,52,71,145,102,46,61,72,9,45.9
5901,8600000US30668,ZCTA5 30668,1650,97.1,67,9,80,74,118,98,103,294,178,82,312,183,52,54.6
5902,8600000US30669,ZCTA5 30669,3263,94.7,178,242,201,245,221,382,319,282,300,238,387,205,63,38.8
5903,8600000US30673,ZCTA5 30673,7180,89.2,348,390,417,597,290,705,878,824,495,580,921,515,220,44.6
5904,8600000US30677,ZCTA5 30677,18450,89.3,954,1103,1550,1477,775,1690,2508,2981,1213,1530,1791,735,143,42.4
5905,8600000US30678,ZCTA5 30678,1383,117.8,43,51,52,93,51,159,110,319,51,113,247,75,19,49.9
5906,8600000US30680,ZCTA5 30680,44800,95.5,3322,3570,3128,2848,2641,6554,6542,5757,2711,2128,3577,1528,494,35.6
5907,8600000US30683,ZCTA5 30683,6866,100.1,392,242,343,527,392,813,844,1087,476,509,766,413,62,44.0
5908,8600000US30701,ZCTA5 30701,40974,97.5,2440,2489,3495,3087,2596,5750,5184,5759,2226,2595,3333,1448,572,36.1
5909,8600000US30705,ZCTA5 30705,34031,97.8,2227,2594,2462,2271,1962,4383,4312,4777,2334,1877,3113,1424,295,37.3
5910,8600000US30707,ZCTA5 30707,16593,94.0,707,984,1417,1018,1006,1566,2480,1941,1135,1390,1771,910,268,40.3
5911,8600000US30708,ZCTA5 30708,241,99.2,19,10,17,0,22,10,44,49,46,0,12,12,0,41.9
5912,8600000US30710,ZCTA5 30710,7158,103.4,477,484,552,500,414,629,1011,982,473,538,806,191,101,40.6
5913,8600000US30711,ZCTA5 30711,3332,94.9,165,165,199,123,277,397,373,604,282,144,354,200,49,43.8
5914,8600000US30720,ZCTA5 30720,27414,93.0,2005,1736,1693,1999,2057,3792,3584,3338,1342,1595,2318,1505,450,36.7
5915,8600000US30721,ZCTA5 30721,53960,101.1,3427,4617,4370,4256,3637,7484,6952,6993,3196,2577,3799,1980,672,34.1
5916,8600000US30725,ZCTA5 30725,4442,101.0,314,251,174,467,145,542,560,523,161,329,659,267,50,41.5
5917,8600000US30726,ZCTA5 30726,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5918,8600000US30728,ZCTA5 30728,20426,105.4,1354,1519,1203,1118,1296,2765,2344,2875,1350,1035,1936,1322,309,38.3
5919,8600000US30730,ZCTA5 30730,1711,98.5,99,63,167,105,134,180,128,316,76,94,180,125,44,43.1
5920,8600000US30731,ZCTA5 30731,2314,102.4,106,84,211,172,65,241,236,312,265,150,296,130,46,46.5
5921,8600000US30733,ZCTA5 30733,2027,107.3,136,96,229,100,189,177,156,302,103,183,139,176,41,37.5
5922,8600000US30734,ZCTA5 30734,3608,98.9,423,324,166,73,70,438,443,679,156,203,520,66,47,39.4
5923,8600000US30735,ZCTA5 30735,6719,102.4,182,628,704,377,305,617,1162,838,395,291,697,481,42,40.4
5924,8600000US30736,ZCTA5 30736,42604,96.7,2441,2543,3035,3019,2490,4548,5810,6111,3002,2805,4317,2103,380,40.6
5925,8600000US30738,ZCTA5 30738,3697,76.8,160,113,179,301,120,310,430,482,442,286,633,154,87,49.1
5926,8600000US30739,ZCTA5 30739,7237,107.2,565,407,211,564,403,1104,908,1083,491,475,703,232,91,39.5
5927,8600000US30740,ZCTA5 30740,8428,105.5,310,484,630,407,496,993,859,1492,587,603,970,472,125,45.2
5928,8600000US30741,ZCTA5 30741,28520,88.2,1420,1754,1578,1346,1613,3682,3147,4089,1738,2226,2981,2409,537,44.3
5929,8600000US30742,ZCTA5 30742,7882,79.0,610,563,336,425,499,1306,987,920,329,375,899,435,198,38.6
5930,8600000US30746,ZCTA5 30746,1025,116.2,17,0,73,175,28,0,66,171,267,66,91,71,0,54.1
5931,8600000US30747,ZCTA5 30747,15902,114.9,868,1039,811,871,1092,1991,2028,2217,1058,1115,1592,893,327,40.7
5932,8600000US30750,ZCTA5 30750,4558,92.1,202,175,290,884,642,373,434,439,242,203,428,163,83,26.7
5933,8600000US30751,ZCTA5 30751,46,21.1,0,0,0,0,0,0,0,16,0,0,12,18,0,65.6
5934,8600000US30752,ZCTA5 30752,8616,102.9,452,466,471,532,376,983,1223,1413,557,555,920,545,123,44.1
5935,8600000US30753,ZCTA5 30753,6873,94.2,432,561,555,507,339,806,1109,774,446,444,591,258,51,36.7
5936,8600000US30755,ZCTA5 30755,9784,88.7,836,856,455,822,390,1502,1180,1314,489,628,665,452,195,35.5
5937,8600000US30756,ZCTA5 30756,143,116.7,47,0,0,0,53,17,0,0,5,12,9,0,0,23.5
5938,8600000US30757,ZCTA5 30757,2061,100.7,11,126,269,54,35,225,223,134,232,217,303,71,161,50.8
5939,8600000US30802,ZCTA5 30802,6173,117.6,234,366,508,519,289,393,806,957,215,476,827,393,190,44.5
5940,8600000US30803,ZCTA5 30803,988,98.4,103,110,52,51,32,172,102,106,38,73,115,18,16,32.5
5941,8600000US30805,ZCTA5 30805,2408,77.3,202,85,184,129,202,206,271,319,209,134,301,120,46,38.0
5942,8600000US30807,ZCTA5 30807,83,66.0,3,1,3,2,7,3,13,18,15,10,7,0,1,46.3
5943,8600000US30808,ZCTA5 30808,4157,93.4,219,189,331,214,277,435,535,605,223,253,535,296,45,42.0
5944,8600000US30809,ZCTA5 30809,48525,96.2,3076,3323,3977,3905,2791,5459,6220,7591,3111,2374,4112,2071,515,38.4
5945,8600000US30810,ZCTA5 30810,2049,86.8,31,113,116,227,104,230,274,291,161,148,203,101,50,43.2
5946,8600000US30812,ZCTA5 30812,413,188.8,0,0,0,0,4,6,12,41,34,18,66,130,102,79.0
5947,8600000US30813,ZCTA5 30813,44459,108.2,3262,3846,2802,2754,2847,8522,7472,4754,2504,1942,2814,808,132,33.0
5948,8600000US30814,ZCTA5 30814,8673,102.1,520,496,676,672,717,1116,1138,1130,511,595,599,358,145,36.3
5949,8600000US30815,ZCTA5 30815,41629,84.9,1981,3055,2693,2982,3181,5966,5013,5745,2859,3093,3301,1489,271,36.9
5950,8600000US30816,ZCTA5 30816,1895,79.1,106,122,66,65,107,122,337,225,203,138,236,113,55,47.1
5951,8600000US30817,ZCTA5 30817,7747,86.2,400,445,502,450,338,731,953,916,576,720,1033,605,78,45.5
5952,8600000US30818,ZCTA5 30818,648,101.9,0,42,18,30,0,222,116,16,84,22,59,39,0,37.3
5953,8600000US30820,ZCTA5 30820,1032,124.3,105,113,96,13,40,76,115,162,57,54,110,89,2,42.5
5954,8600000US30821,ZCTA5 30821,884,90.9,30,37,39,50,45,48,85,152,61,101,190,21,25,53.4
5955,8600000US30822,ZCTA5 30822,600,170.3,0,0,32,0,48,36,100,224,91,28,41,0,0,46.7
5956,8600000US30823,ZCTA5 30823,1469,98.0,55,46,109,137,218,91,137,279,48,73,176,85,15,40.9
5957,8600000US30824,ZCTA5 30824,17266,82.3,1198,1450,1057,1245,1214,2054,1763,2004,1175,1256,1758,789,303,36.5
5958,8600000US30828,ZCTA5 30828,4052,87.7,246,316,181,135,199,605,461,460,309,338,399,290,113,42.2
5959,8600000US30830,ZCTA5 30830,13927,91.6,1034,655,1433,955,992,1799,1411,1792,775,1137,1304,451,189,35.5
5960,8600000US30833,ZCTA5 30833,3589,92.7,360,247,123,207,201,428,318,553,260,250,394,201,47,42.6
5961,8600000US30901,ZCTA5 30901,16338,90.2,1126,1261,964,791,1059,2342,1759,1680,1067,1298,1695,879,417,37.8
5962,8600000US30903,ZCTA5 30903,791,52.7,40,238,0,52,0,163,0,61,81,68,38,0,50,31.6
5963,8600000US30904,ZCTA5 30904,25175,91.5,1578,1632,1522,1442,1910,4533,2936,2871,1407,1775,1987,1082,500,34.9
5964,8600000US30905,ZCTA5 30905,7869,219.1,632,516,362,1280,2561,1592,524,265,45,51,19,14,8,21.8
5965,8600000US30906,ZCTA5 30906,59609,96.5,4580,4384,4086,4697,3815,8525,7281,6395,4026,3824,4959,2540,497,34.5
5966,8600000US30907,ZCTA5 30907,52252,87.4,3029,3128,3593,2698,3007,6803,7200,7069,3683,3719,4823,2556,944,40.4
5967,8600000US30909,ZCTA5 30909,41261,83.2,3250,2046,2033,2352,3402,8583,4279,4514,1981,2835,3701,1679,606,33.3
5968,8600000US30912,ZCTA5 30912,183,137.7,0,0,0,103,16,5,3,9,17,3,18,9,0,18.9
5969,8600000US31001,ZCTA5 31001,4547,250.3,210,215,210,169,316,701,944,559,323,268,403,182,47,39.6
5970,8600000US31002,ZCTA5 31002,3065,106.8,256,240,127,211,178,430,298,428,162,179,315,188,53,35.9
5971,8600000US31003,ZCTA5 31003,87,107.1,0,9,1,9,0,0,21,5,7,8,13,14,0,51.5
5972,8600000US31005,ZCTA5 31005,17961,86.3,1536,1238,1373,1304,949,2518,2465,2627,1244,759,1142,480,326,35.2
5973,8600000US31006,ZCTA5 31006,4411,86.7,196,205,341,260,290,343,488,742,399,398,476,145,128,45.5
5974,8600000US31007,ZCTA5 31007,1070,113.6,62,38,38,24,14,74,161,174,91,106,140,109,39,50.0
5975,8600000US31008,ZCTA5 31008,18046,97.5,915,1295,1353,908,765,2370,2398,2542,1816,842,1784,744,314,41.8
5976,8600000US31009,ZCTA5 31009,1260,114.3,46,67,101,41,185,152,101,90,95,59,197,112,14,38.4
5977,8600000US31011,ZCTA5 31011,902,105.0,25,37,94,52,55,25,121,111,47,61,226,45,3,46.9
5978,8600000US31012,ZCTA5 31012,2963,273.6,100,84,110,73,112,706,650,570,145,220,149,33,11,39.4
5979,8600000US31014,ZCTA5 31014,13180,87.3,830,693,745,1666,1217,1453,1237,1582,818,786,1245,721,187,34.9
5980,8600000US31015,ZCTA5 31015,21466,91.5,1418,1680,1260,1775,1148,2428,2501,2539,1445,1441,2239,1189,403,37.9
5981,8600000US31016,ZCTA5 31016,2167,83.5,190,214,125,106,123,323,223,257,153,161,176,105,11,35.3
5982,8600000US31017,ZCTA5 31017,1984,103.9,93,74,100,66,129,214,215,176,120,283,370,84,60,52.9
5983,8600000US31018,ZCTA5 31018,2673,348.5,21,76,56,91,246,576,568,425,187,121,244,53,9,40.2
5984,8600000US31019,ZCTA5 31019,2156,77.3,133,195,189,217,75,225,290,239,148,75,247,80,43,35.9
5985,8600000US31020,ZCTA5 31020,1580,97.3,65,190,94,37,20,171,132,289,62,119,196,177,28,47.9
5986,8600000US31021,ZCTA5 31021,27976,89.9,1845,1831,1907,1595,1738,3633,3238,3727,2182,1707,2536,1431,606,39.5
5987,8600000US31022,ZCTA5 31022,1801,86.8,134,152,121,96,99,193,236,255,173,130,114,74,24,38.2
5988,8600000US31023,ZCTA5 31023,14315,99.4,813,832,902,782,1229,1695,1624,1857,1103,843,1614,832,189,40.7
5989,8600000US31024,ZCTA5 31024,20626,93.5,976,1426,1227,1182,1122,2129,2061,2580,1770,1448,3089,1406,210,45.8
5990,8600000US31025,ZCTA5 31025,879,100.2,59,19,31,22,20,27,91,219,134,94,90,32,41,52.8
5991,8600000US31027,ZCTA5 31027,8803,90.0,562,837,571,755,447,1029,1010,974,513,420,944,668,73,36.6
5992,8600000US31028,ZCTA5 31028,6406,101.1,351,591,482,484,264,925,822,762,344,214,727,399,41,36.3
5993,8600000US31029,ZCTA5 31029,16322,95.9,775,859,1284,1225,833,2132,2219,2043,1167,1296,1517,636,336,40.5
5994,8600000US31030,ZCTA5 31030,17926,97.8,1065,839,1063,2272,1744,2142,1786,2154,1259,1014,1507,728,353,34.1
5995,8600000US31031,ZCTA5 31031,6780,84.6,596,592,475,385,244,1089,719,768,327,448,708,292,137,35.1
5996,8600000US31032,ZCTA5 31032,15580,96.4,838,1354,968,1342,786,1689,2298,1944,1058,837,1581,717,168,37.7
5997,8600000US31033,ZCTA5 31033,1937,98.3,73,80,190,112,110,206,138,473,106,238,173,38,0,47.0
5998,8600000US31035,ZCTA5 31035,1098,121.8,71,30,60,103,114,89,131,104,144,89,81,46,36,43.4
5999,8600000US31036,ZCTA5 31036,12077,89.1,573,592,621,613,878,1834,1455,1500,730,920,1420,810,131,42.3
6000,8600000US31037,ZCTA5 31037,3838,152.8,50,125,160,381,322,842,466,566,166,180,338,171,71,35.4
6001,8600000US31038,ZCTA5 31038,458,76.2,0,30,41,7,0,79,32,73,37,28,94,28,9,48.9
6002,8600000US31039,ZCTA5 31039,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
6003,8600000US31041,ZCTA5 31041,623,73.1,23,12,21,20,36,38,45,96,31,83,108,81,29,59.4
6004,8600000US31042,ZCTA5 31042,1429,97.9,37,34,101,112,82,105,245,264,104,79,149,84,33,45.0
6005,8600000US31044,ZCTA5 31044,3161,87.6,204,198,167,178,167,292,304,412,332,276,347,262,22,47.4
6006,8600000US31045,ZCTA5 31045,13,,0,0,0,0,0,0,0,0,0,0,13,0,0,
6007,8600000US31046,ZCTA5 31046,3348,141.7,148,104,140,92,382,242,315,592,307,345,419,228,34,50.4
6008,8600000US31047,ZCTA5 31047,14908,98.7,774,802,1193,1483,841,1863,2137,2349,1320,676,950,393,127,37.4
6009,8600000US31049,ZCTA5 31049,1961,82.2,305,157,85,99,215,153,257,232,60,132,147,99,20,32.0
6010,8600000US31050,ZCTA5 31050,843,162.6,0,50,0,52,13,70,131,115,190,101,88,33,0,54.4
6011,8600000US31051,ZCTA5 31051,156,79.3,0,1,13,43,11,6,25,14,4,5,17,17,0,39.1
6012,8600000US31052,ZCTA5 31052,9028,100.1,420,682,758,676,347,939,909,1213,789,677,1006,519,93,43.1
6013,8600000US31054,ZCTA5 31054,1505,96.0,55,29,151,99,95,293,160,223,138,73,85,104,0,37.3
6014,8600000US31055,ZCTA5 31055,8565,140.1,605,282,310,557,373,1192,1716,1154,597,552,720,301,206,40.9
6015,8600000US31057,ZCTA5 31057,2006,93.3,157,169,93,69,76,213,188,168,225,159,233,156,100,46.9
6016,8600000US31058,ZCTA5 31058,1827,88.0,130,177,116,54,37,273,104,252,225,169,198,79,13,45.9
6017,8600000US31060,ZCTA5 31060,1642,100.7,68,59,59,51,52,79,243,321,160,176,194,146,34,53.0
6018,8600000US31061,ZCTA5 31061,43123,101.1,2029,2352,2206,4547,5145,4915,4590,5273,2731,2778,3998,1960,599,35.6
6019,8600000US31062,ZCTA5 31062,477,695.0,0,0,0,19,20,29,11,86,67,27,64,77,77,63.2
6020,8600000US31063,ZCTA5 31063,5006,88.7,238,311,349,553,243,389,744,732,333,316,554,157,87,40.4
6021,8600000US31064,ZCTA5 31064,9478,94.0,567,570,739,566,394,1062,1222,1299,584,761,1011,534,169,43.1
6022,8600000US31065,ZCTA5 31065,1169,102.2,7,26,142,89,11,40,264,186,61,38,110,149,46,45.8
6023,8600000US31066,ZCTA5 31066,1291,107.2,116,53,66,39,117,137,189,172,64,72,157,83,26,43.6
6024,8600000US31067,ZCTA5 31067,288,113.3,4,16,25,9,6,24,29,43,30,31,37,17,17,54.4
6025,8600000US31068,ZCTA5 31068,5329,196.1,150,257,225,228,501,1247,691,703,310,364,483,140,30,35.7
6026,8600000US31069,ZCTA5 31069,20296,101.5,1384,1366,1124,1562,1433,2556,2906,2281,1424,1117,2064,759,320,37.2
6027,8600000US31070,ZCTA5 31070,1179,119.6,38,30,70,48,21,56,319,143,73,114,201,31,35,46.2
6028,8600000US31071,ZCTA5 31071,1297,72.9,89,97,97,103,49,146,161,147,97,95,74,123,19,39.2
6029,8600000US31072,ZCTA5 31072,1278,128.6,59,66,68,93,120,137,128,191,73,136,99,78,30,43.1
6030,8600000US31075,ZCTA5 31075,2978,91.9,210,94,240,286,237,224,570,312,211,135,253,191,15,40.0
6031,8600000US31076,ZCTA5 31076,3124,104.0,85,158,166,295,281,265,328,396,200,178,411,229,132,44.0
6032,8600000US31077,ZCTA5 31077,1363,90.1,54,84,89,79,56,112,188,167,137,117,165,95,20,46.3
6033,8600000US31078,ZCTA5 31078,2861,79.5,162,166,203,144,76,300,339,427,220,213,348,206,57,46.2
6034,8600000US31079,ZCTA5 31079,2212,81.2,137,148,99,162,68,305,228,300,105,167,274,142,77,42.5
6035,8600000US31081,ZCTA5 31081,16,,0,0,0,0,0,0,0,16,0,0,0,0,0,
6036,8600000US31082,ZCTA5 31082,9728,83.8,563,441,695,842,423,1184,1071,1213,671,752,1056,566,251,42.8
6037,8600000US31083,ZCTA5 31083,386,116.9,10,56,25,26,12,36,45,51,50,29,30,13,3,42.8
6038,8600000US31084,ZCTA5 31084,65,170.8,0,0,0,0,0,0,0,25,8,9,15,0,8,58.9
6039,8600000US31085,ZCTA5 31085,1116,96.1,63,66,84,82,64,117,125,168,77,82,100,76,12,40.7
6040,8600000US31087,ZCTA5 31087,8659,128.4,332,311,324,372,634,1346,887,1033,794,589,1241,620,176,46.3
6041,8600000US31088,ZCTA5 31088,57094,90.4,4181,4324,4275,3002,4377,9106,7061,7653,3055,3556,3490,2389,625,33.9
6042,8600000US31089,ZCTA5 31089,4427,91.6,351,358,252,169,293,469,507,598,330,284,501,251,64,41.4
6043,8600000US31090,ZCTA5 31090,1072,100.7,4,79,23,57,11,109,75,87,96,219,184,28,100,59.0
6044,8600000US31091,ZCTA5 31091,4376,153.7,136,172,190,257,244,630,667,691,335,282,426,261,85,43.9
6045,8600000US31092,ZCTA5 31092,6843,102.6,285,290,519,615,576,545,977,641,463,631,807,358,136,41.2
6046,8600000US31093,ZCTA5 31093,27313,94.2,1452,1934,2129,1700,1550,3860,3618,3147,2140,1741,2367,1161,514,36.8
6047,8600000US31094,ZCTA5 31094,1116,97.9,73,71,97,54,84,167,23,217,100,34,129,55,12,41.4
6048,8600000US31096,ZCTA5 31096,7039,153.7,232,382,233,449,489,766,1168,883,522,504,892,306,213,43.1
6049,8600000US31097,ZCTA5 31097,1345,86.3,101,131,43,59,76,192,81,188,145,131,133,60,5,44.7
6050,8600000US31098,ZCTA5 31098,3489,121.4,325,364,374,151,517,957,381,232,73,41,17,23,34,25.1
6051,8600000US31201,ZCTA5 31201,8391,112.5,384,358,404,677,1226,1654,788,855,424,454,667,396,104,30.8
6052,8600000US31204,ZCTA5 31204,29765,75.0,2330,1829,1732,1909,2027,4212,3303,3411,1934,1938,2991,1402,747,37.8
6053,8600000US31206,ZCTA5 31206,26216,83.0,2502,2424,1888,1896,2048,3684,3086,2972,1642,1384,1603,673,414,31.1
6054,8600000US31207,ZCTA5 31207,1089,71.0,0,0,0,702,379,8,0,0,0,0,0,0,0,19.7
6055,8600000US31210,ZCTA5 31210,34230,87.8,2052,2045,2436,2201,2210,5130,3986,4459,1839,2068,3363,1466,975,37.6
6056,8600000US31211,ZCTA5 31211,15261,90.0,1226,1148,694,741,1290,1550,1731,1824,1094,1035,1659,905,364,40.4
6057,8600000US31213,ZCTA5 31213,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
6058,8600000US31216,ZCTA5 31216,16802,113.5,750,955,1257,886,771,1963,2208,2508,1227,1469,1579,836,393,43.6
6059,8600000US31217,ZCTA5 31217,16484,89.7,1030,1140,1430,1248,1028,1769,1975,2053,1062,1153,1403,1001,192,37.7
6060,8600000US31220,ZCTA5 31220,14859,91.2,657,1003,1117,830,948,1890,1740,1916,1286,1043,1607,652,170,40.3
6061,8600000US31301,ZCTA5 31301,3447,109.5,242,130,253,315,325,490,518,515,270,182,87,94,26,34.1
6062,8600000US31302,ZCTA5 31302,7794,94.9,512,409,460,342,351,1053,889,1064,676,640,945,371,82,43.4
6063,8600000US31303,ZCTA5 31303,2682,79.8,187,206,195,194,175,366,390,495,97,145,179,53,0,35.5
6064,8600000US31304,ZCTA5 31304,35,,0,0,0,0,0,0,0,35,0,0,0,0,0,
6065,8600000US31305,ZCTA5 31305,5409,96.5,171,263,349,296,329,457,510,660,556,357,914,395,152,49.8
6066,8600000US31307,ZCTA5 31307,947,194.1,47,45,0,161,143,84,140,168,44,0,75,40,0,33.8
6067,8600000US31308,ZCTA5 31308,7250,104.6,354,743,359,474,354,794,1199,974,591,394,584,374,56,38.8
6068,8600000US31309,ZCTA5 31309,923,96.8,0,86,50,80,56,9,35,151,54,124,205,49,24,52.6
6069,8600000US31312,ZCTA5 31312,20873,97.2,1666,1574,1449,1439,1121,2665,2887,3147,1523,1252,1559,476,115,37.1
6070,8600000US31313,ZCTA5 31313,40467,96.3,4030,2766,3170,2391,3679,7892,4917,4389,1984,1990,2222,869,168,29.6
6071,8600000US31314,ZCTA5 31314,1621,1118.8,0,0,0,259,1037,325,0,0,0,0,0,0,0,21.9
6072,8600000US31315,ZCTA5 31315,8022,106.6,1661,957,565,279,1636,2055,654,191,12,12,0,0,0,22.0
6073,8600000US31316,ZCTA5 31316,14117,96.5,984,1364,1164,1050,629,2443,2086,1650,810,548,818,472,99,32.9
6074,8600000US31318,ZCTA5 31318,387,131.7,0,13,0,0,171,21,0,30,95,15,13,0,29,26.9
6075,8600000US31320,ZCTA5 31320,7769,97.2,444,389,611,476,418,1263,894,711,769,461,877,355,101,38.6
6076,8600000US31321,ZCTA5 31321,7947,98.3,514,582,650,721,713,1010,1041,719,460,417,730,295,95,32.6
6077,8600000US31322,ZCTA5 31322,26126,88.5,1496,1548,2148,1551,2002,3697,4145,4363,1864,1084,1427,597,204,35.9
6078,8600000US31323,ZCTA5 31323,1257,104.4,50,67,73,73,77,88,109,119,89,89,226,164,33,53.8
6079,8600000US31324,ZCTA5 31324,26684,99.2,2121,2088,2536,1897,1176,3722,4641,3485,1466,1207,1488,562,295,34.5
6080,8600000US31326,ZCTA5 31326,20933,97.1,1111,1704,1676,1579,1042,2793,3460,2857,1342,1064,1511,578,216,36.3
6081,8600000US31327,ZCTA5 31327,212,125.5,0,0,0,0,0,0,0,0,25,22,165,0,0,70.4
6082,8600000US31328,ZCTA5 31328,3460,117.6,96,148,132,249,112,241,361,436,386,306,709,251,33,54.5
6083,8600000US31329,ZCTA5 31329,10499,103.7,785,1077,687,726,625,1744,1102,1264,640,508,638,549,154,33.7
6084,8600000US31331,ZCTA5 31331,8475,102.8,305,396,450,409,149,1197,776,1338,628,840,1227,725,35,48.7
6085,8600000US31401,ZCTA5 31401,19839,85.3,1133,919,718,2330,3406,3973,1855,1262,811,984,1454,819,175,27.5
6086,8600000US31404,ZCTA5 31404,32816,79.9,2144,2066,1756,2586,3560,5638,3677,3365,2131,1653,2557,1201,482,32.4
6087,8600000US31405,ZCTA5 31405,37399,91.6,2476,2477,2099,1933,2617,6759,4354,4354,2380,2241,3606,1331,772,35.7
6088,8600000US31406,ZCTA5 31406,35227,92.0,1968,2027,2565,2152,2404,5280,4569,4152,1923,2713,2943,1647,884,37.8
6089,8600000US31407,ZCTA5 31407,13879,115.0,1314,1203,1107,540,785,3224,1817,1283,887,276,1134,270,39,31.2
6090,8600000US31408,ZCTA5 31408,10371,164.8,526,472,568,536,919,2513,1329,1314,484,485,788,387,50,33.3
6091,8600000US31409,ZCTA5 31409,885,676.3,69,0,0,127,515,160,14,0,0,0,0,0,0,22.2
6092,8600000US31410,ZCTA5 31410,24727,91.8,1593,1448,1456,1273,1202,2707,3355,3498,1622,1752,2927,1434,460,43.2
6093,8600000US31411,ZCTA5 31411,9076,92.3,236,201,428,172,165,440,558,902,641,752,2477,1522,582,65.2
